ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.112,72.29.82.210,25,tcp,",Y+y+Y*Y00Y*Y00y00000Y,y,y,y,Y+Y0Y*y*y*y*Y+y*y*y*Y+Y*Y000Y,Y0y*y*Y*Y0y*y*y+Y*y*H0y*y0H*y*y0y*y*Y*h*y*y*y*y0Y.Y+y,Y+y*H*H*y*y*y*Y+y+Y*H*H*y*Y+y*y+y+Y*y*y0Y*y*y*H*h*y*y*y00Y*y*y*Y0y0H*y*Y+Y*y0y*H*y*H*y*H*y0y*y*y+y+Y,Y,y,y,Y.Y*y+y*Y+y*y+Y*Y+Y*y*y+Y*y*y*Y+H+Y*y*y*y*y+y+Y0y*Y+h+y*H*H*y*Y+Y0y*y0Y*y*y*y*y+Y*y*y*y+Y*Y+Y.Y,y,y+Y0Y*y+y*y*y*H*Y+y*y+y+Y*Y0Y*y*y*h*H*y*y*H*y*h*Y*y*y*y0Y+y*y*Y+Y.Y+y,y+y+h+y+y*y*y+y+y+h+y*H*H*Y,Y+y*y+H+Y,Y*y*y*y*y*y+y*Y.Y*Y,Y*y+Y*Y,Y*y*y*z+y*y+Y*Y+y*y*y*y*Y*y+y*Y+Y*Y,Y*y*y*Y,Y+Y*y*y*y*y*Y,Y*y*y*y+H*Y*y*y*y*y+Y,y+Y*Y*Y*y+Y*y*y*y*Y*y*y*y*y*y*Y+y*Y0Y*y*h*y0Y,Y*H*H*y*y*Y,Y*y*Y*y*Y+Y*Y+Y*y*H*y*Y*y*y*H*H*y*y*y*Y00Y*y*H*y+Y*y0Y+Y*y*H*H*y*Y*y*y*y*y*y*y*y0y*Y,Y+h+Y*y*Y*H*y*H*Y,Y*y*Y*y0y0y*y*H*y*y*Y+y*y*y0Y*y0y*y*Y+y+Y*Y+Y*y*H*y*Y+Y*Y0000000000000Y+Y0y*y*y*y*H*h*y*H*y*y0Y*y*y*H*y*Y00Y+Y*Y+Y*y*H*Y+Y*y*Y0y*Y+H+Y*y*y*Y0Y*Y0y*y*Y0Y*y0y*Y0y0y*y*y*H*y*y0y*H*y+y*Y,Y*y*Y+Y0Y*y+y*Y0Y*Y0y00Y*Y0y*y*Y,Y*Y0y*Y*y+Y*H*y*H0y*y*y*Y0Y+Y*y00y0H*Y*Y00y0y*y*y*y*y*Y*y*y*y*Y+Y0Y*y*Y00Y*Y*H*y*y*y*H*y0Y+Y*Y00Y*Y0y*Y+Y*h*y0H0y*y0y*y*y*H*H*Y+Y0y00y*H*y0Y*y*Y00Y*y*Y*Y*y+Y0h0y00Y+Y0Y*Y00y0y*y*Y0y*h*Y+Y000y0y*y*y*y0y*y*y*y0y0000y*y*y0y*Y+Y*y0y*y*y*y*y*Y0y*y0000Y000000000000000000000000000000000000000000Y*y*Y+Y*h*y*y*y*Y000Y,Y*H*Y*Y*y0y*Y0y*y*Y0y*y*Y*H*Y*h*y*Y,y+Y*y*y*Y000Y*y*y*y00y*Y00Y*Y0Y*y*Y000Y*Y0000Y*H*Y000000000000000000000000000000000000000000000000000000000000000000000000000Y0y00y000y0y0h0Y,Y00000y0y*y*Y0H0Y*y+Y*y0H0y000y00Y*Y0y000y0y*Y000000000000000y0000",Botnet,2013-10-01_capture-win12.pcap.tsv,30402
10.0.2.15,93.184.219.20,80,tcp,".Z,Z.Z.z.V.V.v.z.Z.Z,v+Z,z,I,Z.",Normal,2017-04-30_win-normal.pcap.tsv,71006
10.0.2.29,80.74.71.100,25,tcp,",v,v,v,",Botnet,2013-08-20_capture-win15.pcap.tsv,25077
10.0.2.29,213.41.75.71,53,udp,.,Botnet,2013-08-20_capture-win15.pcap.tsv,14242
