ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.29,203.33.198.4,53,udp,",",Botnet,2013-08-20_capture-win15.pcap.tsv,9379
10.0.2.29,144.122.95.52,53,udp,000000000000000000000S0v000S*,Botnet,2013-08-20_capture-win15.pcap.tsv,2349
10.0.2.29,170.12.69.79,25,tcp,",S.S,S.S,S.V,",Botnet,2013-08-20_capture-win15.pcap.tsv,3265
10.0.2.112,201.242.88.8,4909,udp,0f0f0f0f0f0a0,Botnet,2013-10-01_capture-win12.pcap.tsv,28988
10.0.2.29,209.197.64.1,53,udp,".S+S0000S*s*S+S,S*s*s*s*s*S0000000000000000000S.S*S+S.S*s0s0S.S*",Botnet,2013-08-20_capture-win15.pcap.tsv,12504
10.0.2.29,84.21.142.170,53,udp,0V0000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,25823
10.0.2.29,216.82.248.39,53,udp,0000V*S0000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,15561
10.0.2.29,96.60.118.116,25,tcp,",z,",Botnet,2013-08-20_capture-win15.pcap.tsv,27359
10.0.2.29,17.172.34.12,25,tcp,".h.Y,Y.h.H.Y,Y.H.H.",Botnet,2013-08-20_capture-win15.pcap.tsv,3249
10.0.2.106,85.189.7.141,3453,udp,00000000000000000000000000,Botnet,2013-11-06_capture-win6.pcap.tsv,63685
192.168.1.191,154.59.122.51,80,tcp,",",Normal,2017-05-02_kali-normal.pcap.tsv,71282
10.0.2.29,173.245.58.144,53,udp,.a.a.a.a.a.R000000000000000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,3692
10.0.2.29,218.5.74.151,53,udp,000V*v*v*V000000000000000000V*S+v+V*V00v*V+,Botnet,2013-08-20_capture-win15.pcap.tsv,16121
10.0.2.29,216.203.115.235,53,udp,.s.V*,Botnet,2013-08-20_capture-win15.pcap.tsv,14865
10.0.2.29,65.175.112.252,25,tcp,"0000000000000000000V,",Botnet,2013-08-20_capture-win15.pcap.tsv,19776
10.0.2.29,184.173.240.58,53,udp,0000,Botnet,2013-08-20_capture-win15.pcap.tsv,4902
10.0.2.112,78.188.227.192,8126,udp,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Botnet,2013-10-01_capture-win12.pcap.tsv,30622
10.0.2.29,173.254.28.90,25,tcp,",y,Y+Y,",Botnet,2013-08-20_capture-win15.pcap.tsv,3774
10.0.2.22,82.211.180.109,5805,udp,0,Botnet,2013-10-01_capture-win8.pcap.tsv,39168
192.168.1.191,95.101.245.177,443,tcp,",z,Y.Y.Y.Z.Y.Y.Y.y.y.H.y.Z+z,I,z+Y.Z.y.Z.Y.Y.Y.Z.y,Z.Z.y.y.Y,i,Y.y.Y.Z,Y,h,Z+Y.",Normal,2017-05-02_kali-normal.pcap.tsv,72359
192.168.1.191,151.101.112.68,80,tcp,.Y.Y.H.x.Y.V.Z*V.,Normal,2017-05-02_kali-normal.pcap.tsv,71249
10.0.2.29,67.43.4.99,53,udp,.b.b.,Botnet,2013-08-20_capture-win15.pcap.tsv,21498
10.0.2.103,217.35.83.158,1059,udp,0f0f0f0f0f0f0f0f0f0f0f0f0f0f0w0f0f0c0f0w0F0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0i0F0F0i0i0i0i0i0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0d0,Botnet,2014-03-12_capture-win3.pcap.tsv,67193
10.0.2.29,68.1.16.109,53,udp,".b.b.V00000v0S.S,S+S.S000000000000000000S.V0s000S.",Botnet,2013-08-20_capture-win15.pcap.tsv,21558
