ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.29,203.125.227.67,53,udp,",",Botnet,2013-08-20_capture-win15.pcap.tsv,9015
10.0.2.22,93.185.102.124,80,tcp,"00x0X0000000X*x0x*x0y*G*x00X*x*X00X*X,x,Y*y*x*x*G*x*x*X0X*x*X0G0X*X,X*X0x*X+G+X0x*g*Y.Y,X*X+X*x*X+X*X*X*x*x+X*x*X0X+X*x*x*g*X+g+X*x0x*x*x*x*x*X+X*x0X*x*X+x+X0X+X*G*x*x*x*x*X*G*X0X*x*x*G*x*x*G*g*G*x0G0x*x*X+X0x*X00x*H0X*x+X000X*X000g000X*G*x*x0x*x000X*x*y00X+X*x*X+X*g*x*H*x*x*X000x*x*x0X*G*x*x0x*x*X+X*G*x*G*X,G+G+X*G*x*G*x*x*X*X*X*G*x*g*x0x*x0x00X*g*x*g*x*x0x*x*x0x00x0X*x+x*x+X*x*x*X0x*x0G0G0x00y*y0y*H0y*y0y*y00y0000000000Y0y*x*G*x00H00H00Y*y*y*y*H*Y*Y0y00H00y0y*y0x000x*y00H00y0y*y*Y0y*y*Y00Y*y0H0Y*Y0Y*Y0Y*Y0y0H0y0y000y0y*y000y00000y00y00Y*y*y00h00y000y0Y0000000000y0000000y00000y0y00y0y00000Y*y0y00y0X000000X00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X00000000x00X,X*X0000x0x00000x0000x0x*x*S00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000S,b,X*x*X00x0x00X*X*x000x00000x00X*X00000000G000000X*X0000000X0x00x000x00G0x00x0000X*X0G0",Botnet,2013-10-01_capture-win8.pcap.tsv,39849
10.0.2.112,198.15.77.10,80,tcp,"000Y*Y0y*y0Y*Y000Y*y0Y,y.Y,y,Y*y0y*y00H00Y*Y,Y,Y00h00Y+Y00Y*y*Y0y*H*H*H*Y+Y0Y*Y*H*y0H0y00y*H*y00y*y00y0Y+y+Y*y*y*y0y000Y*Y00H000Y*y0y*Y00y*Y+Y*y+y,Y*H0H0y*H*h*y*y*y*Y+Y*H*H*y*y*y00Y*y*y*y*y*y0y*y0Y*y*Y*y*y*y0y*Y*y*H*y*y*y*y0y*y*y0y*y*y0Y*Y0y0Y*y*y*y*Y*y*y*y0y00H0Y*y0y*y*Y,Y0y000y*y*y0Y00000000000000Y*Y00y00000y0y*Y000Y+Y0000y0y000y*y*y*H*Y00y0Y,Y00y*y*y*y00y*Y00000y0y00Y*Y0y00Y+Y0y0y*Y00000Y0y0Y*y*y*Y+Y000y00y*Y,Y00y0y0y00y000000000Y*y*h*y+Y000000Y*y*y0y*y0y0h0y*y0Y*y+Y0y*Y000Y*y0Y0000000000000000000000000000000000000000000000000000000000Y0000y0h0h0y00y*y*Y00H00H000Y0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y0000y00000000000",Botnet,2013-10-01_capture-win12.pcap.tsv,28873
10.0.2.29,198.58.91.70,25,tcp,",V*",Botnet,2013-08-20_capture-win15.pcap.tsv,7531
10.0.2.29,85.183.254.1,25,tcp,"*S+S,S*B*s*s*s*s*s*s+t+S*s*s*s*s*t*T+t+s*S*t*s*b*S+s*B*t0s*B*s*b*S+T*s0S+s+S,s,B,s+S00S*s0s*s*s*s*B*t*s*B*s*t*s*S0000000S*s*B*s*s*s*s+s*s*S,S*s*B*t*S+t*s*s0S+S00000000000S*",Botnet,2013-08-20_capture-win15.pcap.tsv,25993
192.168.1.191,52.201.27.129,80,tcp,.,Normal,2017-05-02_kali-normal.pcap.tsv,71890
10.0.2.15,185.57.60.186,443,tcp,+H+Z*Y0Y+Y.Y+,Normal,2017-04-30_win-normal.pcap.tsv,70515
10.0.2.29,194.0.8.1,53,udp,",R+R,a,",Botnet,2013-08-20_capture-win15.pcap.tsv,6235
10.0.2.29,205.178.190.8,53,udp,"00S.s.B.B.S*s*v*S.b.s.s.S*s*S.s.S+S.s.V*S.s.B.b.S*S.B.B.S*S,S.b.S*S.s.S+V000000000000000000S.s.B.b.V+S.s.S0S.S00V*S.s.b.b.S*V0S.b.b.b.",Botnet,2013-08-20_capture-win15.pcap.tsv,10165
10.0.2.29,216.32.180.19,53,udp,00S*S00000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,15297
10.0.2.29,192.166.192.2,53,udp,00000000000000000000000U.,Botnet,2013-08-20_capture-win15.pcap.tsv,5382
10.0.2.112,213.61.67.250,5112,udp,000000000000000000000000000000000000000000000000000000000000000r000000000000000,Botnet,2013-10-01_capture-win12.pcap.tsv,29399
10.0.2.29,184.168.81.139,80,tcp,",z+z,z,Z*z*Z+Z0I00Z,Z+Z*Z0z00z0z0Z.Z*I*i*z*Z0z*z0z*z0z*Z0000000Z*Z+Z*z0Z+z+Z*I0Z*z*z*Z+z*Z000000000Z+Z*z*z*",Botnet,2013-08-20_capture-win15.pcap.tsv,4789
10.0.2.29,208.78.71.8,53,udp,"V*U000U0000000000000000000000U0U.u.u.D,D,V.U.",Botnet,2013-08-20_capture-win15.pcap.tsv,11932
10.0.2.22,192.163.250.199,25,tcp,",y,Y.Y.Y+Y*y*y*Y00y*y*Y000Y*y*y0y*Y+Y0Y*Y0Y*Y0y*y*y*y*H*Y*y*y*y*Y*H*H0h0Y,Y*Y,Y*y0y*h*Y,Y*y*y*Y+y+y*Y0y0H0Y*y*Y00Y*y*Y+y+y+y*y+y+Y*Y+Y*H*Y+Y00Y,Y*y*Y,Y*H0y*y*y00Y+Y*y*y*y*y*y*y*y0Y*h*Y000Y+Y*y0Y*Y00y*h*y*Y+Y*y0y0Y+Y0y*y*y*y0y*y0y*Y+Y000Y+Y0y*y*y0y*y0Y*Y0y*y0H0y*y000Y*y*Y+Y00Y*y*H*y*y+Y*Y00000y0Y*Y0y*y0y*Y00y0y00000Y+Y,Y*Y,Y00y0H0Y*y*y00y00y0y0H*y0y000h000y*y0y000y0Y*y*y0y*y0Y*Y*y0Y*Y0y*y00y0000y00Y*Y000y0y*y*y*y*H*H*y0y00Y*y*y*y*Y00000y0000h000y00y0000y0y00Y.Y*Y0y0y00Y*Y0Y00000y0Y*Y00y00y000000Y*Y0y000y0y00y0H0y00Y*y*y000y00y00000y0000000Y+y,Y.Y+Y*H*h*Y+Y*y*Y+Y*y*Y*H*Y+Y0y000Y+Y000y00y*H*y*y*y0Y*y*Y0000Y*h*Y00Y000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y*Y*H*H*y00y0y0000Y*Y000h000H00Y*Y00000H000000y0y0000Y*Y+Y00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y000y*H*y00y0y*y0y000Y*y*y0h0y00y00000y00h00H00y0y*h*h*y00y0Y000000000000Y00y00000000000Y*y0y000y0",Botnet,2013-10-01_capture-win8.pcap.tsv,34410
10.0.2.29,81.184.19.67,53,udp,",",Botnet,2013-08-20_capture-win15.pcap.tsv,25257
10.0.2.22,192.58.128.30,53,udp,*U00000000000000000000000U*u00u000000000U*U.U.U00U.V0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000u0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000U.U.,Botnet,2013-10-01_capture-win8.pcap.tsv,34455
10.0.2.29,208.73.211.199,80,tcp,".V*V.e.V0V.e.V00V.e.v.v.E.V+V.e.V,V.e.V+V.e.V*V.e.V*V.e.V00000000000000V.V,V*V.e.V*V.e.V00000V.e.",Botnet,2013-08-20_capture-win15.pcap.tsv,11731
10.0.2.22,111.250.39.129,5460,udp,0i0I0F0,Botnet,2013-10-01_capture-win8.pcap.tsv,33310
10.0.2.29,2.22.230.129,53,udp,"0000000000000000000S00S,",Botnet,2013-08-20_capture-win15.pcap.tsv,8053
10.0.2.29,87.101.142.4,25,tcp,"+z,z+z,",Botnet,2013-08-20_capture-win15.pcap.tsv,26137
10.0.2.29,213.133.109.162,53,udp,0000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,13941
10.0.2.112,209.61.157.106,25,tcp,"*y*y*y*y0y00000y00Y+Y*Y+Y*y*Y000Y*Y00y0Y+Y*H*y*y*y*Y,y,y,y,Y*y*Y,Y*y*Y,Y*y*H*y*H*y0Y*Y0Y*H*y*y*y*y*y*y*Y+Y*y*y*Y+Y*Y,y,y+y*y*y*y*H*y*y*y*H*Y+y*H*h*H*y*y*y*H*y0y*H*y*H*y*Y+h+y+H*Y*H*y*y*y*Y,Y*Y+Y*y*H*y*y*Y,Y*y0y*y*y+y*H*y*y*y*Y+y*H*y*H*H*Y+y+H+y*y0y*y*Y.Y*y*y+y,y+h+Y*y*y*y*y+Y*Y*h*y*y+y*H*Y+y+y*Y*y*Y,Y*y*H*y*y*Y*H*y*y*Y0y0y*Y+y+Y*H*y+Y,Y*H*Y+Y*y+y*y*H*y*y*y*y*y*Y,Y*y*y*y0y*y*y*H*Y+Y*y*y*y*H*Y+y*y*Y+Y*y*y*y*y*Y,Y*Y+y*H*y*Y,Y+y*h*y+H+y*y*y*Y+Y,y+y+y,Y*Y+y*Y*y*y*Y+Y*y+y*H*y*Y.Y*Y*Y+H+H+Y*y*Y+y,Y*H*y+Y*y*y*y*y+y+y*y*y*Y*Y,Y*y*y*y*y*y*H*y+Y*y*y+Y*y*y+y+Y*y*y*y*Y+y*y*y*H*y*y*y*y+Y,Y*H*Y*Y,Y*y*y*Y*Y,y+Y*Y*y+H+y*y*y*y*Y*Y*Y*Y*Y*Y,Y*y*y+y*y*y+Y*Y+y*Y*y*y+H+H+y*y*Y+Y0y0Y+Y*H*Y+Y*H*y*y*y0y*h*y0Y*y*Y+Y*y*y*Y*y*y*Y+Y*y*Y0Y*y+Y*Y+h+Y*y*h*y0Y*y*y0Y+Y*y*Y0y*y*Y+Y*y*y*y*y*y0H0y*Y+y*y0y*y*H*H*y*y*Y00000000000000Y*y*y+y*H*Y0Y*y*y*y0y*y+Y,Y*y*Y0y0Y,Y0Y+Y*y*Y+Y*y*y*y*y*y*Y+y*y*H*Y*Y*H*Y+Y*y*y*y*y*y0y00y*y*y*y*y*y*Y+Y*Y+Y*H*y*y*y*Y*y00y*y*y0y*Y*H*y*H*y*Y00Y*Y00y*H*Y+y*Y*y*y*y*y*y*Y*y*H*H*y0y*Y+y*Y0y*y*Y*Y,Y*h*Y*y*Y000y0y0y*y0Y,Y+y*H*y*h*Y+Y*y*Y,Y*y*y+Y0Y*y+y*y0Y*y*Y00Y*y*Y*Y0Y+Y*y*H*y0H00y*H*H*y*y*y*Y0y*y0y*y*y*y*y0y*y0y*y*Y00Y*y*Y00y0y0Y+Y*y*y*y*h*H*y*y*Y00y0Y*Y*Y,Y+y*Y00Y*y0y*y0H0Y*y*y*y*y0Y+Y*y*Y*Y0Y+Y*Y+Y0Y*y*y*y*H*y*y*Y+Y*y*y0y*Y0000Y*y*y*Y0000000000000000000000000000000000000000Y*y0y0y*y*H*y*y*y0Y*y0H0y*y*y*y*y0y0000Y*y*y*y0y0y*y0y*y0Y.Y0000000Y+Y*y*Y+Y0y*y0y0000y0Y000000Y*Z00000000000000000000000000000000000000000000000000000000000000000000Y*Y*y*y*y*Y000Y*Y*Y0y*y*Y00H00y*y00h00y*y0y00Y*y0y*Y.Y000H000y*y000H000y00000000000Y*Y0",Botnet,2013-10-01_capture-win12.pcap.tsv,29241
10.0.2.29,216.119.106.4,53,udp,"00S*v*S.b.b.S0S.b.b.b.S*S.s.S00000000000000000000S*s0s0t0T,S+S00000000000",Botnet,2013-08-20_capture-win15.pcap.tsv,14414
10.0.2.112,72.10.39.232,25,tcp,"*y*y*y*Y0H0H*H0H0y00y0Y,H+y+y*y+y*y*y*Y0Y*Y0Y*Y*Y*y*y*y0y00y*y*Y00H00Y*y*H*y*y*Y0y000Y*H*y*y*Y+Y*y*Y+Y*Y+Y*Y000y0y*Y*Y00Y+y+y+y*H*y*y*y*y*y*y*H*y*y00Y*Y000Y*Y0y*y*y*Y+Y0y*Y+H+Y*Y+Y*H*y*y*H*y*y0y*H*y0y0y*y*Y*y*Y+H+H*H*h*Y*y*y*y0y*y*y*y*y0y*y*Y00y*y00y000Y*y0y0H0y0y00Y*Y0y*y*y0y*y0Y*y*y0y0H0y00Y+Y0y*H*y*h*y*H*Y00000000000000Y00y*Y000000y0y000Y*y0y0y00y*y0H0y*y*y*Y000Y*y0H0Y*y*y*Y,Y0y*y*y*Y00y*Y*y*H*y0Y*Y00H00h00y0h0y*H*y0y00y0y000Y*y00Y*y0y00y0H0y0y*y*y*Y0000y0Y+Y*y0y0Y*y*Y000H00H00y*y00y*y*Y0y*Y0000Y*H*y00y000H000Y+Y000y0y0000y00000Y*Y00000000000000000000000000000000000000000000Y000H0000y00Y*Y0Y*Y0y00y0Y+Y000y0Y000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y*y*Y00y0000Y*y*Y0Y+Y000H0000Y*y*y000y0",Botnet,2013-10-01_capture-win12.pcap.tsv,30371
10.0.2.29,74.53.4.134,53,udp,"+R,r,V*V0V*v*v+e+V*v*V.V*E*v*v*v*S00000000000000000V*S.b.S*V00000",Botnet,2013-08-20_capture-win15.pcap.tsv,23908
10.0.2.29,69.13.66.11,25,tcp,",",Botnet,2013-08-20_capture-win15.pcap.tsv,21776
10.0.2.29,192.35.51.34,53,udp,"S,S0S000000000000000000s000",Botnet,2013-08-20_capture-win15.pcap.tsv,5699
