ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.22,62.212.68.217,80,tcp,",x+x,X*x*x0x*X*X0000X*Y*X*x0X+x+G+X0X*X00x*x*X0X+x*x*G*X*X00x0G*x0G0x*x0x*x0x*g*x*X0x00000X*x0x*x0x*X000Y+X00000x0000000X*X00000X*G*y*X0x0X+X0000X+X0x0x0x000X*Y0000x0x0000x*y000y0000000000X*x0x000x00y000y0y0y*y*Y000y0H0y00y00h00x0x*x*G*x*X*Y000H000H000y00y00y0x00G00y*X*X*H*Y00000y00y00000Y+Y0y0000y00y000000000y000y000000y00000000000000000Y0Y*Y000y0000000000Y0h0y*y*H*y00y0Y00000000Y+X0000x00x*",Botnet,2013-10-01_capture-win8.pcap.tsv,36157
10.0.2.29,143.58.15.55,53,udp,.s.,Botnet,2013-08-20_capture-win15.pcap.tsv,2336
10.0.2.29,216.27.76.242,25,tcp,".E.V+V.v,",Botnet,2013-08-20_capture-win15.pcap.tsv,15292
10.0.2.15,52.222.175.209,443,tcp,+,Normal,2017-04-18_win-normal.pcap.tsv,69323
10.0.2.22,74.208.123.133,25,tcp,"*y*y0y000Y+Y00y0Y*Y0Y,Y*y*H*y0Y+Y*Y+y+y*Y00y0y*H*y*H*y*y0Y+Y00y*y*y0y*y00H00y0h0y*y000y0000y000y0000y000H000y00000y00h00y*y0y0000Y,Y0000y000y00y*Y00000y000y0H0y*y000H0000y0y*y*y*y00y0y000y00y0Y*Y*y*y*y*y*Y+Y*y*y*Y000y0y*y*y0y0y00000Y+Y0Y*Y0y0000y0000000Y0y00000y000H000y00000y0Y000000000y000y*Y00000Y*Y0000Y*Y000y0000000y0000000000Y0H0Y00000000000Y,Y*y*Y*H*y0Y+y*Y0y000y*y*Y00Y*Y0000000000000Y000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y000000000H0000000000y0000y000Y0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y000000H00000y00000000000000000y00000y00000000000Y*Y000y00000000Y*",Botnet,2013-10-01_capture-win8.pcap.tsv,36963
10.0.2.29,95.172.88.18,25,tcp,000,Botnet,2013-08-20_capture-win15.pcap.tsv,27195
10.0.2.29,198.23.53.42,25,tcp,",y,y,y,",Botnet,2013-08-20_capture-win15.pcap.tsv,7371
10.0.2.29,121.254.243.202,53,udp,",a,",Botnet,2013-08-20_capture-win15.pcap.tsv,1592
10.0.2.29,88.208.192.145,53,udp,",a,",Botnet,2013-08-20_capture-win15.pcap.tsv,26321
10.0.2.29,140.254.112.210,80,tcp,",y,Y.Y,Y+Y*H*Y000Y*Y+y+Y00Y,y+y+y*y*Y0000Y+Y,y,H,y,Y*y0y*Y+Y*y*y*y*y*Y0H*Y*y*Y,Y*Y0000000Y*H*Y+Y*y0Y+Y0Y+y*y*y*Y00000000000Y.Y*",Botnet,2013-08-20_capture-win15.pcap.tsv,2230
10.0.2.29,173.0.138.5,53,udp,00000000000000000000s0000V.,Botnet,2013-08-20_capture-win15.pcap.tsv,3314
10.0.2.106,41.32.182.114,8340,tcp,"*y+y*s+y*Y,Y000000000000000000000000000000000000000000000000Y+Y*Y,Y*y+y*Y,",Botnet,2013-11-06_capture-win6.pcap.tsv,43298
10.0.2.29,195.74.96.173,53,udp,0000,Botnet,2013-08-20_capture-win15.pcap.tsv,6914
10.0.2.112,192.185.226.135,80,tcp,"*I*I*Z*z*Z+Z*z*z0z*i*z*z*z0Z*z*I*z*z*i*Z*z*Z00Z+Z*z0Z*z*I*z*z*z+z,",Botnet,2013-10-01_capture-win12.pcap.tsv,28758
10.0.2.112,60.199.166.39,80,tcp,",y,Z*Z+Z0z00000Z*Z000Z+z*z+Z0z*W*S,w,b,Z0z*z*Z0000y0Z+Z0z*z*I*z*z*z*z0z*z*Z+Z*z0I0z*z0Z*y*Z*Z0Z*Z+S0S,b,S*S,b,s,s,b,b,b,b,Z0Z+Z0Z*z*Z+Z0z*z*z*I*Z0Z*Z*Z*z+Z*Z+y*Z*z*Z0Z*Z*z*z*z*z*z*z*Z*z0z*Z+z+i+z+z*z*z*z*z*z0z0Y,y.Y*z*Z0z*I*z*w*W,b,w,Z+z,Z*z*z*z+Z0Z+z*z*z*z*I*I*z0Z+Z0Y+Z*Z+Z*z*z*z*Z.Z*z*z*z*z*z*z*z*Z,Z*z*z+Z*I*z*Z*z0Z*I*z*z+z*z*Z0Z*z*z*z*z*z*Y.I.Z*z*z*I*Z+Z*I*z*z*I*I*z*Z+Z*z*z*Z*Z,Z*z*z*z*z*z*z*z*Z,Z*Z+z+z+Z*I*I*I*i*z*I*z*I*z+z*i*Z+Z0z*I*Z,Z*I*z*Z,Z*Z0z*z*z*Z0z*z*Z.Z*i*z*I*I*Z000000000000000000000000000000000000000000000000000000000000Z0000Z*I*Z+Z*I*z*Z+Z*z*I*z*z*z*I*z0Z+Z*I*I*z*Z*I0z*I*z*z*z0z*z*Z+z+Z*z*z*I*Z*Z*Z*i*z*z*Z+Z*z*Z*I*z*I*I*I*z0Z*Z+Z000Z+Z*z*Z00Z*Z+Z00z*z*Z+Z*z*z*z*Z+Z*Z.Z*z*z*z*z*z*z*I*Z,Z*Z0z*z*z+Z0Z*z*z*z*z*z*Z*Z+Z*z*z*z0I0z*z*Z000Z*I*z*z*Z*z*i*Z*Z0z*I*I*z*z*i*Z000Z,Z*z*I*I*z0Z*z*z0z0000z0Z*Z*Z*z+Z*i*I*Z+z+z*I*z+Z*z0z*z0z*z*z*z0Z*z*z00z*Z+Z*z*z*Z,Z*z*z0I0z00z0z*z0Z*Z*z*z0Z+W0W,w,Y0Z*Z,y+Y0Y+Y0y000H000y*y*Y0000000000000000000000000000000000000000Y0y*y*y*H*y0h0y000000Y*Y0y*Y0H0y*y0y0000y000000Y00000000000000000000000000000000000000000000000000000000000000000000000000000000000Y0H0Y*Y00y*y*y*y00y*h*y0Y+Y0Y00000000000000000000000000000",Botnet,2013-10-01_capture-win12.pcap.tsv,29873
10.0.2.29,50.59.204.241,53,udp,.b.,Botnet,2013-08-20_capture-win15.pcap.tsv,17619
10.0.2.29,216.165.152.38,25,tcp,",S.S,S.S+S.S,S.S,S.",Botnet,2013-08-20_capture-win15.pcap.tsv,14694
10.0.2.22,185.18.198.75,80,tcp,000z0000000I0000000Z00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z000000000000z00000z0000000000000000000000z0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z*Z000000z0z000z0000000z000Z*z*Z000000Z*z00Z00000000000000000z000000z000000000,Botnet,2013-10-01_capture-win8.pcap.tsv,34244
10.0.2.29,178.238.233.29,9710,udp,0F0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0i0,Botnet,2013-08-20_capture-win15.pcap.tsv,4426
10.0.2.22,95.224.214.119,1701,udp,00000000000000000000r0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000r000000000000000000000000000000000000000000000000000r0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Botnet,2013-10-01_capture-win8.pcap.tsv,40005
192.168.1.191,52.18.255.141,80,tcp,+W.y.,Normal,2017-05-02_kali-normal.pcap.tsv,71868
