ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.29,195.2.128.128,25,tcp,".Y.Y,Y.Y.Z.",Botnet,2013-08-20_capture-win15.pcap.tsv,6714
10.0.2.29,68.153.62.2,53,udp,".s.s.s.s.s.S,",Botnet,2013-08-20_capture-win15.pcap.tsv,21589
10.0.2.29,174.138.168.213,53,udp,*,Botnet,2013-08-20_capture-win15.pcap.tsv,4108
10.0.2.29,174.120.241.93,25,tcp,00000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,3890
10.0.2.29,108.242.14.11,25,tcp,0000000000000000000Z.,Botnet,2013-08-20_capture-win15.pcap.tsv,519
10.0.2.29,198.154.249.37,25,tcp,",",Botnet,2013-08-20_capture-win15.pcap.tsv,7244
10.0.2.112,111.118.175.25,80,tcp,"i00z*Z000Z*z*Y0Z.Z*i*z*z0I0I0I0z*z00Y*z*z0Z*I*Z000Z*z*Z00z0z0I0z0z*I*z0z*z*Z0z00z0z*z*y*Z,Z.z.H.y,z,Z*i*z*z0Z.Z0z*z*Z,Z*z*i*z0z*I*z*z*z*z*I*z*z*z*z*Z+Z0y*H*y*Y+Y*y0y*y0y*y*y*h*y000y0y*y*y*y0y*Y*Y00H0Y*y*y*y0y*Y0000000Y*Y0y*y0y0y*y0H0y0y*Y*Y*Y*Y*H0y*y*z*z*z00I00Z*Y00Z0000000000000Z*z*z0I0z00Z*z*i*z0y000y0Y+y*Y0Y*y*Z000z*z000z0000Z*Z000000Z*z0Z*z*z*Z00000000z000z00Z*z*z*z*I*y0y00y*y0y00H00H00Y*Y000y*Y*Y0y*H*Y0000y0H0H0y0y00y*y*y00h00y0Y*Y00y0000Y*y*y*y*Y00y0H00y000Y*y*y*y*y00h00y*y0H0Y*Y0000Y+y*H*Y0",Botnet,2013-10-01_capture-win12.pcap.tsv,27965
10.0.2.29,207.192.70.10,53,udp,"S.s,S.V+V0s*S.V00000000000000000000S.B.V+V0S.B.b.b.V+S.s.S*S.b.b.S*v0",Botnet,2013-08-20_capture-win15.pcap.tsv,11008
10.0.2.29,193.189.75.131,53,udp,.A.a.,Botnet,2013-08-20_capture-win15.pcap.tsv,6005
10.0.2.29,65.212.73.212,53,udp,000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,19852
