ipsrc,ipdst,port,proto,State,LabelName,source,id
192.168.1.191,54.192.95.194,443,tcp,.,Normal,2017-05-02_kali-normal.pcap.tsv,72102
10.0.2.112,50.150.128.220,2655,udp,000000r000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Botnet,2013-10-01_capture-win12.pcap.tsv,29774
10.0.2.22,141.101.117.69,80,tcp,"0000000000a000000000000Z,Z.Z000000000000w00000000000000000000000000000000000z000000000000000000000000000000000000000000000000000000Z.Z*z*z*z*R00000000000Z,Z0000000000000z00w0000000000",Botnet,2013-10-01_capture-win8.pcap.tsv,33715
10.0.2.29,66.147.242.199,25,tcp,"000000000000000000000000000Y.Y,Y.",Botnet,2013-08-20_capture-win15.pcap.tsv,20251
10.0.2.112,74.4.255.47,7118,udp,0f0f0f0f0f0f0a0R00000000000000000000000000000000000000000000000000,Botnet,2013-10-01_capture-win12.pcap.tsv,30463
10.0.2.112,198.41.0.4,53,udp,00000000000000000000000000000000000u000000000000d00000000000U*U000000000000V0000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Botnet,2013-10-01_capture-win12.pcap.tsv,28886
192.168.1.191,185.94.180.124,80,tcp,",y,V.W,Y.V.",Normal,2017-05-02_kali-normal.pcap.tsv,71427
10.0.2.112,91.121.11.148,25,tcp,",y,y,Y.Y+Y00y*y0y000y00y*Y,h,Y+Y00y*H0Y+Y0H0H0H0y0y0y0Y*Y0y*y*y000Y*y*H*y00y000y0y00y0y*Y+Y0y*y*Y,Y*y*y*y*Y+Y*H*y0y*y*h*Y+Y*y0Y+Y0y0000y000y0Y*y*y*H*Y+Y0000000H000000H00000Y*Y00000y000y0y00y0y000Y*Y0y0000y00y*y0H0Y0000000000000Y00y0000Y*Y000y*Y000000000y0000H0000Y+Y0y*Y0000000000H00000000y0000Y*Y00000y0000000Y*Y0000y00000H0000y0Y00000000000000000y00000000Y*Y0000y0y000y*Y0000Y+Y00000Y0000000000000000000000000000000000000000000000000000000000Y00y*Y00000y000Y*y0Y000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y0000000000y000y0y00000Y+Y*Y000000000000",Botnet,2013-10-01_capture-win12.pcap.tsv,32367
10.0.2.22,195.186.81.19,25,tcp,"0y*y00H00H000y0y*H*y0Y+Y*y*Y+Y00y*y*y*y*y*H*Y.Y,y+y*y+y*Y+H+y*H*y*H*y*H*h*y*y*H*Y0Y*Y0Y*y*y*y*Y0y*Y+Y*y*y*y*h*Y*H*Y+Y*Y,y,y,Y+y*h*y*y*y*y*H*Y+y+y*Y0Y*Y*y*y0y*y*H*Y0y*y0y*Y+Y*Y+y*Y*y*y*y*y*y0Y+y*H*y*H*y*Y00Y+y+y*y0Y*y+Y,y+Y*y*H*y*Y0y*Y*Y*H*y*y*Y+Y*H*y*Y00Y*h*Y00y*y*Y000Y*Y*H*Y*y*H*y0y00Y,Y0y*y*y*Y0y*y*y0H0y*y*y*y0y*y*H*Y0Y+Y*y+y*Y00Y*Y*Y*y*H*y*Y00y*y0h0y*Y*y*Y+Y*y*Y0Y*y*y0H*Y*Y0H0y*Y,Y000y0H*Y*y+Y*Y+Y000y0y*H*y0Y+Y*y*H*H*H*Y*Y*y00y0y*Y+Y000y*y0h0y*h*H*y0Y*h*H*y0Y*Y000Y*y*Y+Y*h*y00Y*Y*Y*y*y+Y*y*Y000y0Y+Y*H*H*y00y*Y000y00y*y00y0H0H0y*y0y*y*y*H0y0y00y0y0Y*Y0y000Y+Y0y000Y*Y+Y0y00y0000y*y000Y*y0H0y*Y0Y*y0y*Y00000Y*y*Y+Y0y*y0y0y000Y+Y*y00y0Y*Y0h0H0y*y*y*y0y000000y00y0Y00000000000Y*y*y*y*Y000Y*Y0000000Y00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y0y000H00y00000000Y0y*Y0y0Y0000000y0Y*H*Y00y0y00y0Y000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y00y00000000y000000000000y00H00y000Y*Y000000Y*Y0000000000Y*y*y00y000000000Y*H*y0y000000y00",Botnet,2013-10-01_capture-win8.pcap.tsv,34539
10.0.2.29,64.56.217.101,53,udp,00s0S000000000000000000S+S0,Botnet,2013-08-20_capture-win15.pcap.tsv,19431
