ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.15,52.94.220.16,443,tcp,.Y.Y.,Normal,2017-04-30_win-normal.pcap.tsv,70839
10.0.2.22,87.153.126.235,4545,udp,0,Botnet,2013-10-01_capture-win8.pcap.tsv,39496
10.0.2.29,74.119.56.20,53,udp,.b.b.,Botnet,2013-08-20_capture-win15.pcap.tsv,23528
10.0.2.29,143.95.32.193,25,tcp,",V*",Botnet,2013-08-20_capture-win15.pcap.tsv,2342
10.0.2.112,216.70.113.196,80,tcp,"000000000000R.Z.Z.R000000000000R.Z.Z.R000000000000R.Z,Z.R000000000000R.Z.z,R000000000000R.Z,Z.Z000000000000Z.R000000000000R.Z000000000000Z.Z*Z.R000000000000R.Z+Z.Z*Z.Z*Z.",Botnet,2013-10-01_capture-win12.pcap.tsv,29454
10.0.2.29,80.177.21.115,25,tcp,",",Botnet,2013-08-20_capture-win15.pcap.tsv,24939
10.0.2.29,131.114.21.5,53,udp,00000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,2036
10.0.2.112,195.186.81.19,25,tcp,",y+H+y*y*y*Y00000Y*Y0000Y,Y+Y*Y,Y*y*y+y,Y*Y0y*Y+y*Y00y*y*y+y*y*y0y*y0y0Y*Y.Y*y*Y,Y+y+Y*Y+H+y*Y0y*Y,Y*Y*y*h*y*Y*y0y*y*Y+Y*H*Y*Y0Y+y*h*Y+Y*Y+Y*y*Y+y+Y*y*y+Y*H*y*H*h*y*y*y*y*y+Y0Y*Y0Y*H*y*y*y*y0Y*y*Y*H0Y*y*y*Y,Y.Y*y*y*Y*y*y*y+y*H*y+y*y*Y0y*Y+y*h*y+y,Y*Y+Y*Y+Y*y*H*y*y*y*y0y0y*Y+y,y+Y*Y+y+y+Y,Y*y*H*y+y*y*y*h*y*y*y*Y*y*y*Y+y*Y,Y*y+Y*y*H*Y+Y*H*y*H*Y+Y*y*y*H*y0y*H*Y+Y*y*y*y*Y,y,Y*H*y*y+H*y+y,y+y*y+y*H*H*y*y*H*y*y*y*y*H*y*y*y*Y*H*Y0y*y0y*Y,y,Y*y*H*H*Y*y*h*Y+Y*y+y+Y*y*Y,Y*Y+Y*Y.Y,y+y+H+y*y*Y+y,Y*Y,y+y*y*y*y*Y+y*H*y*y*Y0Y*y*y*Y*Y,Y*y*H*y+y*Y,y+Y0Y*y+y*y*y*y*h*Y+Y*Y+Y*y*y*y*Y+H+y*H*y*Y*y+Y*y*y+Y*y*Y+Y*Y,Y*y*y*Y+Y0Y+Y*y*H*y*y0y*H*h*H*y*y*y*Y.Y+y*Y*H*y*Y+y*y*Y+Y0H0Y*y+Y*y*y*y*H*y*y*y*y0y*Y+Y*y0Y*y*y*y+y*Y*Y+Y0y00Y*y*H*y0H*y*y0H*y*y*y*y+y*y*y*Y+Y*y*y*Y+Y*y*y*y*Y+Y*y*y*y0Y*Y+Y*y0Y+y*H*y*Y,Y*y*y*H*y0Y0000000000000Y*y*y*y*Y*Y+H+Y*y*Y*y*y*y*y*H*H*y*Y*y*Y+y+Y0Y,Y+Y0Y*y*H*Y0y*y*y*y*Y0H0y*y*Y*Y*y*Y,Y*Y+Y*Y0y*y*H*Y0y*y*H*y*Y00000Y*y*y*y*Y0y*Y,Y*y*Y000y0Y,Y*y*y*Y*Y+y,Y*y*H*y*y+y+Y*y*y*Y*Y0y*y0y*Y+Y*H*y+Y*y*Y+Y0Y*y*y*h*H*H*y*h*y*y*Y*y*y*y0Y+y+Y*H*y*y0Y*Y0y*y*y*h*H*y*y*y*y0Y*y*y*Y0Y*Y+y,Y*Y0H*Y*H*Y0Y*y*Y*y0Y*y*Y*y0Y*y*y*y*Y*H*Y+Y*y+Y0H0H0y*y0y00Y*Y*y*y*y*y*y+y+Y*H*H*y*Y0000y0h0H*y*y+Y000y*y*y*Y*y+y*y*Y00000y0Y+Y00y0y*H*H*y*Y+Y*Y+Y*y*y*y*y*Y000y0Y000000000000000000000000000000000000000000Y*h*H*Y,Y*y*y0y*H*y*H*h*Y00y*y0y*y*Y0Y*y*y0y*y*y*y*h*y0y00Y*Y00Y*y*y00y0y0H0H0y00000Y000000000000000000000000000000000000000000000000000000000000000000000000000Y0y*y00y0000Y*Y0y*Y00Y+Y000Y,Y*h*y*Y0000y00Y*H*Y00Y*H*y*y*y*y*Y0y000y0000000y000000000000",Botnet,2013-10-01_capture-win12.pcap.tsv,28832
10.0.2.29,67.18.153.226,25,tcp,",H,y+y,Y0000000000000000000Y,Y,Y,y,y,",Botnet,2013-08-20_capture-win15.pcap.tsv,21013
10.0.2.112,212.113.130.121,80,tcp,",Y+Z*I*Z+Z*Z000000y0000Y,Z*z*z*i*Z+z*Z00Z*i*i*z0z0z*z0Z*I*y*z*Z00z0z*z0I0Z*Z0Z*Z00y*z0Z*z*z*Z0z*z*z0I0I0Z+Z*z*z*Z,Z*y*Z+Y*Y,Z*Z+z*z*z*z*Z0Z+z*z*z*z0z*z0z*z*z*z0Z*z*z*z+y*z*y*y+z*I*z*Z+z+z+z+z*I*z*z*z*I*z*z*Z+Z0z*z*Z+z*z+i+z*Z0Z*z*z0z*z*z+z+Z*y*Y+Z*y*Z+Z*z*i*z*z*z*Z*z*z*Z+z+z*z*z*z*z*z*z*z0z*z*z0Y+Y,Y,Z.Y,Z*y*Y,y+y,Z*Z+Z*Z+z+z+z*z*z*Z+Z*z*z*I*Z+z+Z*Z+Z0Z*z+z*z*z*z*z*I*I*Z+Z*z+Z*z*z*z*z*z0z*Z,Z*z*I+Z*z*Z+Z*z*z*Z,Z*z00z*z*z*Z+Z*z*Z0z*z*z*Z+Z*z*z*z*z*z*I*Z,Z*z*z*I*Z0Z*z+Z*Z+I+z*z*z*Z+Z*z0z*Z+Z*z*z*z*I*Z*I*I*Z*z*z*i*Z*i*z0Z*Z0z*i*Z,Z*z*Z*z*z*z*z*z*z*z0z*z*z0Z*z*z*z*I*z*I*Z+z+z*I*z*Z+Z00Z*Z00z0I0Z+Z*Z0000000000000Z*i*z*z*z*z*I*z*I*z*z*Z0z*z*z*z*z+Z*z*z*z*z*z*z*z0Z*z*z*z*I*z*I*z00Z*z*z*z*Z+z,Z*z*z0Z*Z0Z*I*Z00Z+Z*z*z*Z*z*z*z0Z*z*i*z0z*Z,Z*z*z*I*z*z*z*Z*z*Z*z*Z0Z*z*I*z*z*Z*z*z0I0z*z*z*i*z*z*z*z*Z00Z*z*z+I*z*Z+Z00z*Z*Z000Z*Z0I0Z*z+Z,Z*z0z*z*z*Z0Z+Z*z0Z*Z0z*z*Z00Z*Z00Z*Z+Z00i00z*Z+z*z0z*z*z*z*I*Z00z*z*Z+Z0Z*z*z*z*z*z*I*z+Z*z*I*z*Z000z0z0Z*z+Z*Z,Z*z0z*z0z*z*Z,Z0z*z*Z+Z0I*z*z*z*z*Z00i00Z*z*z*z*z*z*z*z*I*z*z*z*z*z*z*z*z*z*z*I*Z*Z*Z*z*z*z0z*z*z*Z*z*z0Z*Z0z0000Z+Z00000000000000000000000000000000000000000Z+Z00Z*z0I*Z*z*Z0Z*z*z0z0i0z*z*Z00i00Z*z*Z.Z00I0z000Z*Z000Z000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z*Z00z*z000Z*Z0z0Z*I*Z000000000Z0Z00000000000",Botnet,2013-10-01_capture-win12.pcap.tsv,29306
