ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.15,93.184.219.20,80,tcp,".Z,Z.Z.z.V.V.v.z.Z.Z,v+Z,z,I,Z.",Normal,2017-04-30_win-normal.pcap.tsv,71006
10.0.2.29,65.115.189.250,25,tcp,000,Botnet,2013-08-20_capture-win15.pcap.tsv,19741
10.0.2.29,78.46.46.124,25,tcp,"0I*z*z+z+Z0z*H*Z+Z*z*z*I*z*z*I*z*i*I*I*z*I*t*S,b,c,B,C,c,B,B,b,b,s,C,s,s,B,B,b,b,b,b,b,b,b,b,b,B,B,b,b,b,b,B,B,b,b,b,b,b,c,s,s,C,B,b,B,b,B,C,B,B,b,B,B,b,c,B,C,b,B,B,B,B,b,c,B,B,b,b,b,t,B,B,b,b,b,b,b,b,b,b,b,b,b,s,s,b,b,b,b,b,C,b,b,B,b,c,C,B,B,B,b,b,b,b,c,B,B,c,B,b,C,B,B,B,b,b,c,B,B,b,b,b,b,b,c,B,C,C,B,C,B,b,b,b,b,b,C,B,s,b,b,b,b,b,b,b,B,B,C,B,B,c,B,B,b,b,b,B,B,b,b,b,B,c,B,B,C,b,b,B,b,B,B,b,c,B,B,s,b,c,C,B,B,b,s,t,C,b,B,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,B,B,b,b,b,B,B,b,B,b,b,b,b,b,b,b,b,B,b,b,B,B,B,b,c,B,B,b,b,b,b,b,b,c,s,s,c,B,b,C,s,s,B,B,B,b,b,b,b,b,b,b,b,c,B,B,b,b,b,b,s,B,B,b,b,b,B,B,c,B,B,b,b,B,B,b,b,b,B,C,B,B,C,B,B,B,b,t,s,b,b,c,B,b,b,B,B,b,C,B,C,C,b,B,b,b,b,B,B,b,b,b,b,b,B,B,B,B,b,b,B,b,b,b,b,b,b,b,b,b,b,B,B,b,B,B,b,s,C,b,b,c,C,b,B,b,b,b,b,b,b,b,b,b,b,b,b,B,B,c,B,B,b,b,b,b,b,b,B,C,B,B,b,b,B,B,c,B,C,B,B,b,b,c,B,B,b,b,B,B,b,c,B,B,B,B,s,t,B,B,b,B,B,b,b,B,B,b,B,B,b,b,b,b,c,B,b,B,b,b,b,B,C,B,b,B,B,b,c,B,C,b,B,b,B,B,b,b,b,b,B,C,B,B,B,B,s,s,b,B,C,B,B,b,B,C,B,B,B,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,B,B,b,b,B,B,B,b,b,b,B,c,b,B,c,B,B,b,B,B,C,B,B,c,C,s,s,B,b,B,C,B,B,B,b,c,s,s,c,s,s,b,b,b,b,b,b,b,b,b,B,C,C,B,B,c,B,B,B,C,B,b,B,b,b,b,b,b,b,B,B,b,B,C,B,B,B,b,b,b,b,B,B,B,C,C,B,B,c,B,B,b,b,c,B,B,b,b,b,b,b,b,b,b,b,b,B,B,b,B,B,b,b,c,B,b,C,B,b,B,b,c,B,B,b,b,b,b,c,B,B,B,b,b,B,b,b,b,s,B,b,B,B,B,b,B,B,b,b,b,b,b,C,C,b,B,c,B,B,b,b,b,c,s,B,t,t,b,s,B,b,b,b,B,C,C,B,B,b,b,b,b,c,b,B,B,c,B,B,b,b,b,b,b,b,b,b,b,b,s,B,B,b,B,c,B,B,B,B,B,b,b,c,B,b,b,B,b,b,b,c,B,B,c,B,C,s,s,c,B,b,b,B,B,C,B,B,b,b,c,C,B,C,c,B,B,s,s,b,b,b,B,b,B,b,b,b,b,b,b,b,c,B,C,B,B,B,C,B,B,b,b,b,b,c,B,B,C,s,s,B,b,B,B,b,b,b,B,B,B,B,b,b,B,B,b,b,b,b,b,b,b,b,b,b,b,b,b,b,C,B,B,b,B,B,b,b,C,B,B,B,B,C,b,B,b,b,b,b,B,c,s,s,b,s,s,b,b,b,b,b,b,B,B,b,B,B,b,b,b,b,b,c,B,B,b,b,b,b,b,b,b,c,c,b,B,c,s,s,c,B,b,B,b,b,b,b,b,b,B,b,b,b,b,B,B,b,b,b,b,b,B,B,b,B,C,B,B,C,b,B,b,b,b,b,b,b,b,b,b,b,b,c,C,b,s,t,b,B,b,b,b,b,b,c,B,b,b,b,b,b,b,b,c,B,B,b,B,C,b,b,b,b,b,c,B,B,B,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,B,B,b,b,c,B,B,b,B,B,B,B,b,b,b,b,b,b,c,B,B,B,B,B,b,b,c,B,b,B,b,b,b,B,b,b,B,B,c,t,s,B,b,B,B,b,b,c,C,B,t,B,b,b,b,s,s,b,B,B,b,s,t,B,B,s,s,B,C,B,b,B,b,b,b,b,b,b,B,B,b,B,b,b,B,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,B,B,b,b,b,c,B,B,b,b,b,b,B,s,B,B,B,b,c,B,b,B,B,s,s,b,B,B,b,B,B,b,B,c,B,B,b,b,B,C,t,B,t,B,B,b,c,B,B,C,C,B,B,B,B,C,B,B,B,B,b,s,s,b,s,t,B,B,b,b,b,s,s,b,c,B,B,C,B,b,B,b,b,c,B,c,b,B,b,b,b,s,s,b,b,c,B,B,c,b,B,b,b,B,B,b,C,B,B,B,B,B,B,b,t,B,B,c,B,b,C,B,C,C,b,c,b,B,c,C,B,B,b,s,B,C,B,B,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,B,B,b,B,B,B,b,c,B,B,C,C,B,B,b,b,c,B,B,c,B,B,b,b,c,b,B,B,C,B,C,B,B,b,b,b,s,s,b,b,t,s,b,C,s,B,B,B,b,b,b,c,B,B,c,s,B,s,b,b,c,B,b,B,B,b,B,C,B,B,C,s,s,b,b,c,B,s,s,B,b,c,b,B,b,b,B,B,B,B,s,s,B,B,b,B,C,B,B,B,b,b,c,B,Z000000Z*z*z*z*z*I*I*z*z*z*z0i*I*z*R000000000Z.Z0I*Z+Z.",Botnet,2013-08-20_capture-win15.pcap.tsv,24527
10.0.2.112,69.244.31.47,6994,udp,00000000000000000000000000000000000000000000000000000000000000000,Botnet,2013-10-01_capture-win12.pcap.tsv,30216
10.0.2.22,198.32.64.12,53,udp,",R000000000000R,a,R00000000000R.R,R.R,R.R,R,a,A,A,a,",Botnet,2013-10-01_capture-win8.pcap.tsv,34635
10.0.2.29,67.15.253.220,53,udp,".B.S*S.b.s,s.b.b.S00S.B.b.S*S.s,S*S.B.B.B.S0S.S*S.S0S*S,s.b.S*S.b.b.b.S000000000000000000S.B.B.S00S,s.S0S.S,B,S*S,S,",Botnet,2013-08-20_capture-win15.pcap.tsv,20997
10.0.2.106,109.54.63.227,2992,udp,0,Botnet,2013-11-06_capture-win6.pcap.tsv,40579
10.0.2.29,209.80.45.2,53,udp,.,Botnet,2013-08-20_capture-win15.pcap.tsv,12905
