ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.29,54.244.248.218,25,tcp,"+z,",Botnet,2013-08-20_capture-win15.pcap.tsv,17824
10.0.2.29,12.33.169.62,53,udp,",S.",Botnet,2013-08-20_capture-win15.pcap.tsv,1422
10.0.2.29,62.213.202.9,25,tcp,",H,y,y,",Botnet,2013-08-20_capture-win15.pcap.tsv,18418
10.0.2.112,74.222.239.10,80,tcp,"*z*Z00000I0000Z+Z*z*z*I0I*z*z*z*Z+Z0z*I*z00z0z0z00Z*z*z*z0z*z0z*z0z*z0I0z*z*z*z*Z*Z*z*Z000z*I0z*Z.z,z,Z*z*z*Z0Z*z*z*Z+Z*z0z*i*z*z*z0z0z*z*z0Z,Z0z*z*I*z0z0I0Z*W*W,f,Z*Z*Z*Z.Z*Z0Z*z*Z*z*Z+Z*z*z0z0Z,Z*z*I*z0z*Z000Z,Z0i0z00I00Z+Z0z*Z00z0I*I0z0z*z*z*z*z*z*I*Z00Z+Z*Z*z*Z0Z,Z0z*I*z0z000Z*Z000000000000000000Z*z*z*I*z*Z00000Z*I*z*I*z+Z0Z*Z0z0I0z*z*Z+Z*z0z0z000000z00i00z000000000z0z000I000Z+Z*I*Z*Z0z0000Z*z*Z+Z*Z00I00z0i0z*z*z*Z0000Z,Z000z0z00z0Z*Z0z00000Z0Z+Z00z000z0z00Z*Z0000Z*I*I0z*Z000z00z*z0I0z*z00I0Z000000000z0000000000000000000000000000000000000000000Z+z*Z*Z0000I000z0z0000000z000Z0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z00z00000z0000000000",Botnet,2013-10-01_capture-win12.pcap.tsv,30458
10.0.2.22,190.97.127.28,25,tcp,",y,Y.Y*h*h*y*y*y*y0y*H*y*y*Y0y000Y,y,Y*H*Y+Y*H*Y,Y*y*Y0y*y*y0y*y0y*y00Y*y*y*Y,y,y,Y,Y+y*y*H*Y,Y*y*y*y*Y00y0y*y*y*h*y0Y+Y0Y,Y0y*Y+Y.Y,Y*y*y*H*y+y*H*Y,Y*y*y*y*Y,Y*Y,Y*y0y0H0y*y*Y0y*Y+y+Y*y*y*y*H*Y*y*Y00y*H0y*Y+Y*y*Y,y+Y,Y0Y*Y*y*H*y*y*H*y*Y00Y*H*y*y*H*y0Y*h*Y+Y*y*Y*y00y0Y*Y00y0y*y*y0y*Y+Y*H*y*y*y*y+Y*H*H*H*Y00000y0h0y*y*y*H*Y0H00Y,Y*Y0000000000Y*y00y*y000y*y00Y,Y00y*y0y0y0000y0Y*y*H*y00H00y0y*y0y*y0y00y*y00y*y0H0y0h*y00Y*y*H*y*y0H*y0y00000Y*y*Y*y0Y+Y000y0y*H*y*Y000000000y00000y0Y,Y*y00y000H000Y*Y+Y00y*Y00000y0y*Y0000000Y*y*H*H*Y+Y*Y00H00Y*y*y0Y*y*y*Y*Y00000H0000000Y0y*y*y*y*y0h0Y*Y0H0y00000000Y+h+y,Y+y*H*y*y*Y00y0y*y00y000000Y0Y*y*y*Y000000y0y*y*y*Y000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y*Y0Y*y*y*y00y*y00Y*Y0000000Y0Y+Y00y000000000Y0Y*y0H*Y00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y0H0H0H0y*y*y00Y*Y0y0000H000y0H0y0000Y*Y0000y00H00y0y000Y*Y0y*H*Y00y00H00y000000Y0y*y0y00y0Y*Y000",Botnet,2013-10-01_capture-win8.pcap.tsv,34397
10.0.2.29,208.109.255.11,53,udp,"*R.a.A.a.A.a.U0000R*V0R+R.b.A.R*r*r*R.U00000000000000000U*r*U+R.a.U*R.r.a.U*U*r*r*U.R0R*R.U*R.r.S*R.B.B.r.s.r.s.s.S,R.b.A.S00000000000R.",Botnet,2013-08-20_capture-win15.pcap.tsv,11333
10.0.2.29,81.31.145.146,53,udp,0000000000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,25353
10.0.2.29,64.14.58.80,80,tcp,"+Z*z*I*Z0z*z*z*Z+Z*z*z*z*Z*z*z*Z0Z*Z,z+Z*z*z*Z0z0Z+Z0Z+Z0Z*Z00Z*z*I0z*Z0000000Z*Z+Z*z*I*Z+z*z*z*z*I*z*z*z*Z000000000z0",Botnet,2013-08-20_capture-win15.pcap.tsv,18892
10.0.2.106,108.210.102.165,7242,udp,0000000000000000000000000000000000000000000000000000000000W0f0f0f0f0f0f0f0f0i0F0I0i0i0i0I0I0i0i0i0F0F0f0f0f0f0f0f0f0i0F0F0i0i0i0F0F0f0i0i0i0i0i0i0i0i0z00z0i0i0i0F0F0f0f0f0f0f0f0f0f0i0I0F0f0f0f0f0i0F0F0f0f0f0f0f0f0f0f0f0f0f0i0F0F0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0i0F0F0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0F0F0f0I0F0F0F0f0f0f0f0i0F0F0f0f0f0f0i0f0f0f0f0f0f0f0f0f0f0f0i0F0F0i0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0i0F0F0f0f0f0f0i0F0F0F0f0f0f0f0f0f0f0f0f0f0f0f0a0,Botnet,2013-11-06_capture-win6.pcap.tsv,40445
10.0.2.29,216.92.151.254,53,udp,000S*S.S*S.b.B.S*S.S0S.S*S.s.S*S00000000000000000000S.S*S.S.S.S*S.S*S+S0S.V*S.s.,Botnet,2013-08-20_capture-win15.pcap.tsv,15602
