ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.22,213.219.135.107,1435,tcp,00000000000000000000000000000000000000000000000000000000000,Botnet,2013-10-01_capture-win8.pcap.tsv,35342
10.0.2.22,69.25.192.24,80,tcp,"0I0z0000000Y*z*z*z0z00z0z000z0z*z0Z+Z*z0z*z0Z*I*Z+Z*z0Z.Z*z*Z+Z*z*I*z0Y*y*Z.Y,Z*z*z*I*z*z*z*z*z*z*z*z*i*z0z*z*z*z*Z*z*z+z+Z0z*Z*z*z*z*i*I*Z+Z*I*z*z0Z+Z*z00z0I*z*z*z*z*Z+Z*z0z*z*z*z*z*z*z0i0z*I*Z00z*I0Z*Z0z*z0z*Z*Z0z*z000Z*z*z00z0z*z0Z*z*Z*z*z*z*z00z*Z+Z0z000Y*Z00Z+Z*z*Z*z*z*z*z0z*y00Y,Z+Z*z*z0z0z0z*z0z*z*Z*z+z*z*z0z000Z*Z*Z0Z*Z00z*z*z*z*z*z*z*z0z0z*Z000z*z*z*z0i0z*z*z0z*z*z000z00Z,Z0I0z00z*z*z00Z*Z0Z*z*z*z*I*z000Z+Z*z*z*Z0z*z*Z0I0z*z*z*Z00i00z0z000Z+Z000Z*z*i*z0z0000Z*z*Z00z*z*z*z*i*Z0000Z*z*I*z*z*Z*z*z*z000z*z0z*I*z00Z*Z00Z+Z*I*Z00Z*z*Z000000I0000000Z*z*Z00000000000Z00z000z000000z0000i0000z0z*Z0000000Z0z0000Z+Z000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z00z*Z0000z000z0000z0000000z0000000000000z000z*Z00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z*Z0000000z00z*z00z00Z*Z00000I0000z0z0000Z+Z00z0Z0000000000z00Z*z*Z000000000z0000z0I0z00Z*",Botnet,2013-10-01_capture-win8.pcap.tsv,36634
10.0.2.106,161.53.131.100,2219,tcp,"000000S+s*s+s*s+S*S+s*s+s*s+s*s+s*S00000000000000000000000000000000000000000000000000000000000000S+S*S0000000000000000S,",Botnet,2013-11-06_capture-win6.pcap.tsv,41364
10.0.2.29,27.124.125.4,53,udp,",R0000000000000000000000000R*R.R.",Botnet,2013-08-20_capture-win15.pcap.tsv,16669
10.0.2.22,173.255.206.43,25,tcp,"+Y*y*H*y*y*Y*y000Y*y0Y+Y0y0000y0y*y*y0y0y*Y*Y0Y+Y*y0Y*H*y*y*Y*y00Y.Y*h*y00Y*Y0000Y*y000y*y*Y00y*y*Y00000Y*Y000y0H0y000y0h0y*Y+y*Y,Y000y00Y+Y0Y+Y000000000y00000000000000y000y0000000000y00h00y00y0y00y00y00000Y*Y+Y*y*h*y*Y00Y,Y*Y0Y*Y00000y000Y*Y00y0000y0y0y000y00Y*H*Y00000Y*Y00y0H0y000Y*Y0Y*y*y0y0y000y0H0y*y*y0y0000y000y0000000y000y0Y*Y00000000y0000000000000000000",Botnet,2013-10-01_capture-win8.pcap.tsv,33963
10.0.2.112,210.189.80.240,80,tcp,"0y*H*y*Y00y0y0y000y*Y.Y,y.Y.Y,Y*h*Y0y*y*y*y+y*y*y0y*y*Y00000Y*y*y*y0Y*Y*y*H*y*y*y*Y,Y0y0h0y0Y*Y+Y*y*y*H*y*y+Y*Y+Y*y*Y*Y*y*H*Y*Y*y0y*y*Y00Y.y.Y,Y*Y+Y*y*y*H*y*Y+Y00Y+Y*y*y0y00Y,Y*y*y*Y*Y*y*H*Y*y*y*Y+Y*Y,Y*y*y00Y*y0y*y0y0y*y0Y*h*y*y*Y*y+Y*Y+H+Y*y0y*y*y0h0H0y*y*Y000y*y00y*Y*Y0Y*y*Y00y0y*y0y000y0Z*Y0Y+Y000y0y*y*y*y+y*Y0Y00000000000000000Y0y0y00y*y0H0y*y0y*y*y0Y*y0H0Y*Y0H0Y*Y0y*y0Y*y*y*y000Y*Y0000Y*y*Y00y*y0y*H*y*y00H00y0000Y*Y*y*y0H0Y+Y*Y+y*y*Y00y00000y000y00Y*Y0y*y0y*y*H*y*Y00000Y*Y000y0y0y000y*y*y0y00y0y00000Y*Y*y00y*y00y00000y00y0Y00000000y00000Y*Y000000000000000000000000000000000000000000000Y*H*y00y0h0y0y000y0y0000Y+Y00000Y000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y0y00H00h00H00",Botnet,2013-10-01_capture-win12.pcap.tsv,29277
10.0.2.22,68.168.112.98,80,tcp,0000000y00y000000000000H000000000y00y0000000000Y0Y000000000000h000000000000H0000000000Y*Y00Y0000000000000h0000000000000h0000000000000h0000000000000H000000000000Y0y*H*Y000000000000Y00y00000000000,Botnet,2013-10-01_capture-win8.pcap.tsv,36530
10.0.2.29,205.188.18.208,80,tcp,"z0Z+Z000I0000z00Z,Z*Z00000000000Z0z*z0Z*Z*Z+z+",Botnet,2013-08-20_capture-win15.pcap.tsv,10190
10.0.2.29,149.168.11.11,53,udp,.b.,Botnet,2013-08-20_capture-win15.pcap.tsv,2477
10.0.2.106,86.165.101.149,9542,udp,0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0,Botnet,2013-11-06_capture-win6.pcap.tsv,63833
