ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.29,89.42.216.56,25,tcp,",V*e*e*",Botnet,2013-08-20_capture-win15.pcap.tsv,26505
10.0.2.29,204.14.90.10,53,udp,00V000000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,9697
192.168.1.191,172.217.23.234,80,tcp,".V.Z*Z.V.Y+Y.V,V.Y,Y.Z+Z,Y+V.Y+Y.",Normal,2017-05-02_kali-normal.pcap.tsv,71336
10.0.2.29,125.77.194.234,25,tcp,000000000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,1838
10.0.2.29,174.132.114.251,25,tcp,",y,y,y,",Botnet,2013-08-20_capture-win15.pcap.tsv,4030
10.0.2.29,216.69.185.14,53,udp,".R+R.a.a.R*R.a.U00R.r.R000u*R00000000000000000R.a.a.U+R0r*R.A.A.R+R00R.U,R.A.R+",Botnet,2013-08-20_capture-win15.pcap.tsv,15441
10.0.2.22,109.152.111.1,1670,udp,0,Botnet,2013-10-01_capture-win8.pcap.tsv,33241
10.0.2.106,64.24.165.56,4438,udp,0f0f0f0a0,Botnet,2013-11-06_capture-win6.pcap.tsv,43789
10.0.2.106,92.4.143.174,1292,udp,0f0f0i0f0f0f0f0f0f0f0f0f0f0f0f0i0D0,Botnet,2013-11-06_capture-win6.pcap.tsv,64361
10.0.2.29,69.6.190.8,53,udp,*V.V0000000000000000000000V.,Botnet,2013-08-20_capture-win15.pcap.tsv,22279
192.168.1.191,54.87.54.74,80,tcp,.I.I.I.,Normal,2017-05-02_kali-normal.pcap.tsv,72208
10.0.2.29,72.52.2.1,53,udp,".r.s.r.U+S.r.A.R,R.a.a.A.R*R+R0R.R*R.a.R.R.r.s.s.a.A.A.A.S,R.U*R.r.u.R.r.R.R.R.r.r.s.S.S.r.r.r.r.r.r.R*R.r.R*R.a.a.B.R*R.b.a.a.a.a.a.S*R.S.B.A.V+R.s.r.r.B.r.r.b.r.r.a.r.r.A.r.R+R*R.R,S*R.a.a.S.S+S.U*U.u.D.u.u.D.v.u.R+R.b.R,S.r.S*R.S,R*R+A+R.b.A.A.b.a.b.V+R.R*r*R.b.A.U*S.S,R.A.A.A.a.a.A.S+r*r*R.b.s.r.r.R.R.R.R.S.a.R*R.r.r.a.r.r.a.r.s.A.r.r.a.s.R00000000000000000R+R,R.R,S+R.r.s.R,R*R.b.A.U*R.a.A.a.R+S.R*S.s.A.R+A+R.S*U+R.a.a.a.R+R.B.V+R.A.A.a.R+S.R*S+R.a.A.R+S.r.s.s.B.r.S+R.a.A.B.S0R.R.s.U*R.B.r.A.r.r.a.r.r.a.r.r.A.r.r.R,R+R.a.R*R.U*R.a.S*S.V,S.r.B.s.r.A.s.s.A.R.r.A.R00000000000R.S.S,R.",Botnet,2013-08-20_capture-win15.pcap.tsv,23366
10.0.2.29,64.33.179.195,53,udp,.B.,Botnet,2013-08-20_capture-win15.pcap.tsv,19298
10.0.2.22,113.105.8.141,3137,udp,0A0,Botnet,2013-10-01_capture-win8.pcap.tsv,33339
10.0.2.29,66.45.230.116,25,tcp,",V,",Botnet,2013-08-20_capture-win15.pcap.tsv,20782
10.0.2.106,86.27.180.52,3228,udp,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000r000000000000000000000000000000000000000000000000000000000000000000000000000000000,Botnet,2013-11-06_capture-win6.pcap.tsv,63905
10.0.2.112,50.63.181.203,80,tcp,"*y+Y00H000Y*Y*y00h00Y,y+Y,Y*y*y0h0Y*Y+Y.Y00y0Y*Y0H0y*y*Y,Y*y*y*w0W,h,Y0Y+y*y*Y*y*y0Y+Y0y00y0Y+Y*y0Y*y+y*Y0Y+Y*y*Y+Y*Y,Y*z*y00Y+H+y*y*Y00Y,y,Y*Y+y*Y,Y00Y+y*W0Y,Y*y*y*y*Y*y*y*Y00Y*y*y+H+Y*y*Y+Y,Y*Y+y*y*y*Y,Y*y*Y,Y*y*y+Y*y*H*Y,Y*y*y0Y+y+Y,Y+Y0Y,Y*y*h*y*y0y*y*y*Y*y*H*y*y*H*y*Y+Y*Y*Y*y0H0y*H*y*Y+y*y*Y+Y*y*H*y*H*y*y*y*y*Y,y.Y,Y,Y*Y,y+Y.Y*Y+y,y,Y*H*y*y*y*Y,Y*y*y*Y*y*y*y*Y+Y*Y,Y*y*y*y*y+y*y*Y*Y+y*y+Y*y*y*y0Y,Y+y*Y0Y*Y+Y*H*H*Y+Y*y*y*Y,Y*y*y*Y+w+Y,Y*y0Y+H+Y0H*Y+H+Y*y*y*y+Y*Y+Y,Y*y0Y*y*y*Y*y*y*H*y*Y*h*y+Y*y*y*H*Y,Y*y*H*H*H*y0Y+Y*h*h*y*y*H*y*y*Y+Y*H*Y,Y*y+Y*y*H*y*y*y*Y+Y*y*Y*y0Y*y*y*Y,Y*Y+y*Y00y*H*H*Y*Y*y*y*y*H*y0Y+Y*y*y0Y*y*H*y+y*Y*Y*y+y*y*h*Y*Y00Y.Y*Y0000000000000Y*Y*y0y*Y,Y+H+Y0y*Y+Y*y*y*y*y*y*Y00Y*y*y*y*Y00y*y*y*y*Y,Y*H*y0y*H*z0H0w*Z,Y*y*y*Y+Y*y*Y+h+Y0h0y*y*y0H*y0Y*Y0Y+Y0Y+Y00y*Y*y*y0y00Y*h*y0y*y*y*y*H*y0y*y*y+y,Y*Y+Y*y*Y+Y*y*y*y*Y00Y*y*w00Y,Y+Y0Y+Y*w0W,h,Y0H0y00y0Y+Y0H0h0Y*Y0y0y*y*y000Y*y*y*y*H*Y+Y*y*y*h*Y00Y*Y*y0y00Y+Y*H*y*Y00Y*h*y0h0y*H*y*y*y*Y00y0y000Y+Y*Y0Y*y*y*Y0000y0Y*y*y*y*y0H0Y,Y*y*y*y0Y*y+Y*h*y*y0y*Y+Y000Y*Y00000000000000000000000000000000000000Y000y*y*y0Y*Y000Y*H*y*y*H*H*y*y0Y*Y00y*y0y*Y000y*Y0000H0000Y00000000000000000000000000000000000000000000000000000000000000000000000000000000000Y*y*y*y0y0y*Y00h00y*y0y*Y,Y0H0H*y*y0y*Y000000000000y0000000000000000000Y000",Botnet,2013-10-01_capture-win12.pcap.tsv,29819
10.0.2.29,203.189.104.194,25,tcp,"0Z.Z*Z.Z000000000000000000Z,Z*Z.Z*Z.Z00Z,",Botnet,2013-08-20_capture-win15.pcap.tsv,9232
10.0.2.29,193.227.106.117,53,udp,0000000000000000000000000000U.,Botnet,2013-08-20_capture-win15.pcap.tsv,6045
