ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.29,88.191.253.51,53,udp,"+R.R0R.R*R.R*r*R.a.S+S.s.R0R.a.R000000000000000000R.R,R*R.U0R.r.R*R.S*S.s.S*S.R0R.r.R0R.a.R.R.r.S*S.r.",Botnet,2013-08-20_capture-win15.pcap.tsv,26307
10.0.2.22,108.163.194.234,25,tcp,y0H*y00H00y0y*y*y*y*y*y*H*y00Y+Y*Y0y*H*y*y0y*y*Y00y0000000y0y000y00Y+Y*y*y*y*Y00y000Y*y*H0y*y*y000y00Y*Y0H0y0y0H0,Botnet,2013-10-01_capture-win8.pcap.tsv,33153
10.0.2.15,123.125.115.164,443,tcp,.,Normal,2017-04-19_win-normal.pcap.tsv,69653
10.0.2.29,205.188.100.58,25,tcp,"*s00s*S*s*S0s*S0000s0B0s*s0s0000000S*T000S,S+S*t*s*S+s+",Botnet,2013-08-20_capture-win15.pcap.tsv,10182
10.0.2.29,123.58.178.60,25,tcp,"*Y,Y*Y,Y.Z*W*Y+y+y+y+y+y+y+Y000000000000000000Y*y0Y*",Botnet,2013-08-20_capture-win15.pcap.tsv,1723
10.0.2.29,196.2.46.254,53,udp,00V00000000000000000S*s*v000,Botnet,2013-08-20_capture-win15.pcap.tsv,6982
10.0.2.29,176.35.55.137,25,tcp,"+z,i,z,",Botnet,2013-08-20_capture-win15.pcap.tsv,4328
10.0.2.29,207.69.200.21,25,tcp,",s,S0s*s*S0s*S0T,S*s0C0s*s00S+s*s*S000S*s*s*T0000000000T*S0B*S,S*b*s0S+s+S*s*B*S000000000S0B*",Botnet,2013-08-20_capture-win15.pcap.tsv,11240
10.0.2.15,199.30.80.32,443,tcp,".H.z,",Normal,2017-04-30_win-normal.pcap.tsv,70581
10.0.2.103,10.0.2.255,137,udp,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000z000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z0i0i0I0I0i0i0,Botnet,2014-03-12_capture-win3.pcap.tsv,66939
10.0.2.29,38.112.183.234,53,udp,".b.S*S,S.b.S0000000000000000000S,s,s.S*S,b,S.",Botnet,2013-08-20_capture-win15.pcap.tsv,16866
10.0.2.29,64.206.229.84,25,tcp,+,Botnet,2013-08-20_capture-win15.pcap.tsv,19071
10.0.2.29,192.115.252.71,25,tcp,",E,V+v,",Botnet,2013-08-20_capture-win15.pcap.tsv,5301
