ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.15,52.28.153.152,443,tcp,.Y.Y.Z+Y.Z.z.Y.Y.Z+Z.z.Y.Y.,Normal,2017-04-30_win-normal.pcap.tsv,70767
10.0.2.29,207.25.180.2,53,udp,.S*S.,Botnet,2013-08-20_capture-win15.pcap.tsv,11103
10.0.2.112,199.83.130.50,80,tcp,*,Botnet,2013-10-01_capture-win12.pcap.tsv,28928
10.0.2.106,82.216.77.227,4593,udp,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Botnet,2013-11-06_capture-win6.pcap.tsv,63443
10.0.2.29,217.76.129.130,53,udp,.S+,Botnet,2013-08-20_capture-win15.pcap.tsv,16025
10.0.2.22,108.162.198.38,80,tcp,*Z*z*z0Z+Z*Z0z00000z0z0000z0z000z0z000Z*z*z00z00000z0000z0000000I000000z000Z*Z0000z0z*z*z0z0I0z0000Z*Z00I00z0000000z00z000I00000z0z00z0000000Z0Z00000000z000Z*Z00z00000000000z00000Z*Z000000000000000000000000Z*Z000000z00z*Z0000000000z0000Z*Z000z0Z00000000I00000000I0000000Z*z*Z00000I0000000z000000000Z0z*z*Z00000000000z0000z0Z00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z000000000000000Z*Z000000000000000Z00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Z0000z0000000I0000000I000000000i000000000z0000Z*Z00000000000000000000000,Botnet,2013-10-01_capture-win8.pcap.tsv,33119
10.0.2.29,64.191.18.197,53,udp,"+S,",Botnet,2013-08-20_capture-win15.pcap.tsv,19027
10.0.2.22,91.228.154.134,25,tcp,*y+Y*y*Y+Y*y*y*Y+Y000y0y0000Y+Y*y*y*y*h*y00Y*H*y*H0y0y*y*H*y*y*Y0000000000Y*y0y0000y*Y0000000Y0y0000H000Y*H*Y0000Y*y*y0y000y0y0y00y00000y000H000Y*Y0y000y00000y0y*H*Y00000y0000h0000y000000y0y*Y+Y*Y0y00000y00y0H0Y+Y0y00Y*y*y000y0y*Y0000000000H00000000000Y00y0y0y*y0Y0000000000Y*Y0Y*Y000000y00H00y*Y00000Y*Y000000y0000H00000y0000000000000y0000Y+y*Y000Y*Y0y*y00H00H000y0Y000000y00Y+Y0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y0y*y00y*Y000000000Y0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y00y0Y000000000000y00Y00000000000000000Y0y*Y0000000000000y000000000y000y00y000000,Botnet,2013-10-01_capture-win8.pcap.tsv,39754
10.0.2.29,15.133.48.19,53,udp,.b.S0S.b.b.S00000000000000000000S.B.B.,Botnet,2013-08-20_capture-win15.pcap.tsv,2515
10.0.2.29,68.180.206.184,80,tcp,",f,w,w,i,Z+Z000Z,Z+I+I*Z0Z*z0z*z*Z0Z*z*Z+Z000Z*z+z*I*w0W,f,Z*z00z*Z00000000z0z*z*z*I*Z+Z,z,Z*z*z*z*Z000000000Z*z*i*Z,Z+",Botnet,2013-08-20_capture-win15.pcap.tsv,21637
