ipsrc,ipdst,port,proto,State,LabelName,source,id
10.0.2.103,68.38.74.58,4027,udp,0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0i0F0F0f0f0f0f0f0f0f0f0f0f0f0f0f0f0w0F0f0f0f0F0F0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0i0F0F0i0i0f0i0i0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0e0,Botnet,2014-03-12_capture-win3.pcap.tsv,67276
10.0.2.29,139.130.204.47,53,udp,"00V*V00v*S.b.b.V*S.b.b.V000000000000000000V0S+V.s.b.B.v.v.s.B.V.S.b.b.V,S.s.V*S.s.b.",Botnet,2013-08-20_capture-win15.pcap.tsv,2182
192.168.1.191,50.56.149.246,443,tcp,.z.Z.z.Y+Y.Y.h.Y.,Normal,2017-05-02_kali-normal.pcap.tsv,71844
10.0.2.29,216.98.12.3,53,udp,",r,r,a,r,r,a,r,r,a,V0R.R,a,R,R,A,r,r,A,r,r,r,V0000000000000000000000R,r,r,r,r,A,r,r,a,r,r,a,",Botnet,2013-08-20_capture-win15.pcap.tsv,15626
10.0.2.29,216.165.129.164,53,udp,"*S,s,B,V00V000000000000000000S,B,B,B,B,",Botnet,2013-08-20_capture-win15.pcap.tsv,14693
10.0.2.29,66.170.128.11,25,tcp,",V.V,v,V.V,V.V,",Botnet,2013-08-20_capture-win15.pcap.tsv,20352
10.0.2.29,210.245.31.130,53,udp,",",Botnet,2013-08-20_capture-win15.pcap.tsv,13246
10.0.2.29,67.19.79.219,53,udp,.s.b.S.s.s.b.S0000S.V00000000000000000000V0v000S.S.s.s.s.S.s.s.V*,Botnet,2013-08-20_capture-win15.pcap.tsv,21043
10.0.2.22,204.109.57.130,80,tcp,"+y*Y0000000Y*y0y0H*y0y0000y0y00y0y*Y+Y*y0y0Y+y*Y00Y*Y+Y0y*y*H*H*y*y*Y,Y+H+Y*Y,Y+y*y*y*y*y*y*y*H*y0H0y*y*H*Y+Y*y00Y,Y0Y*Y0y*y*Y*Y+Y*y*y*Y*Y0Y*y*y*y*Y+y*y*y*y0Y*y+Y00Y+Y0H*y0y*H*y*y*Y,Y*y*y0y*H*y*y0H00Y*y0y0000y0Y*y*y*y*y*y*Y000y0y*y*Y00Y*y*y*y0h0y*y*Y0000y*H*y*y0Y*y*y*y*y*y*Y+y+Y*y0Y*y+y*Y*y*y*y*y0y*H*H*Y,y+Y*y*y*y*y*y*y*y+y*y*y*y*H*H*H*H*y*y*y*y*y00Y*y00Y*h*y*y*Y0y*H*h*y*y0y00y0Y*Y0Y*h*Y00Y*y*y*y*y0y*Y00000Y*y*Y0H0Y*y*y0H0Y*y*y*Y0y0y*y+Y000000y0y*y*Y00y0y*Y00Y+y*y0H0y000H000Y*y*y*y0y*Y*Y0y00H0Y*y*Y+Y00y0y00Y*Y0000Y*y*y*y*Y00y*y0y*y*H0y00H00Y*H*y0H*y*y0y0y*y00y0000Y*y*y0y0000Y*Y00000000Y*y0Y*Y00Y*Y00000000000000000000000Y0y*Y000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y*y0y*y000Y+Y0000000000Y0y000y00y00y0y0000Y00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Y0000y00y000000000Y*Y0000y*Y000000000y0000H000y000000Y*Y00y00000y00000000Y*Y0000",Botnet,2013-10-01_capture-win8.pcap.tsv,34888
10.0.2.106,75.97.207.131,4041,udp,0W00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000U0,Botnet,2013-11-06_capture-win6.pcap.tsv,44492
10.0.2.106,184.56.218.255,8148,udp,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000r000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Botnet,2013-11-06_capture-win6.pcap.tsv,41806
10.0.2.29,199.249.114.1,53,udp,00000000000000000000,Botnet,2013-08-20_capture-win15.pcap.tsv,7844
